Date,Name,Session_Type,Sleep_Duration,Sleep_Score,Sleep_Quality,Soreness,Stress,Distance,Acceleration_Count,Max_Acceleration,Deceleration_Count,Max_Deceleration,Max_Speed
12/7/2022,Aaron,Practice,10,96,9,3,4.5,5157,74,5.62,41,5.97,24.75
12/7/2022,Caden,Practice,7,84,7.5,4.5,6.5,6357,71,6.73,71,7.64,26.61
12/7/2022,Trevor,Practice,6,82,7,6.5,7,7757,47,6.65,38,5.87,24.79
12/7/2022,Jonathon,Practice,10,96,9,6,4.5,7339,54,4.76,31,5.63,29.95
12/7/2022,Santiago,Practice,6,82,7,6.5,7,8091,46,5.64,61,5.68,28.99
12/8/2022,Bill,Practice,5,78,6,4.5,8,6613,85,4.62,76,5.98,25.74
12/8/2022,Jack,Practice,7,84,7.5,6.5,6.5,7803,75,6.89,67,7.84,29.74
12/8/2022,Franco,Practice,9,92,8.5,4.5,5,6498,83,6.93,39,5.62,26.65
12/8/2022,Elijiah,Practice,7,84,7.5,4.5,6.5,6464,81,5.99,64,7.8,24.71
12/8/2022,Micah,Practice,5,78,6,5.5,8,7183,81,6.92,62,5.53,28.73
12/8/2022,Aaron,Practice,6,82,7,3,7,5858,53,4.84,30,5.73,29.51
12/8/2022,Caden,Practice,8,87,8,3,6,5787,55,5.66,30,7.66,29.5
12/8/2022,Trevor,Practice,9,92,8.5,3,5,5252,51,4.82,75,6.72,28.67
12/8/2022,Jonathon,Practice,9,92,8.5,3,5,5350,80,4.96,41,7.78,26.86
12/8/2022,Santiago,Practice,10,96,9,6,4.5,7371,45,4.67,77,7.97,26.66
12/9/2022,Bill,Practice,10,96,9,4.5,4.5,6827,45,5.76,53,6.93,26.72
12/9/2022,Jack,Practice,6,82,7,4.5,7,6471,78,5.54,33,7.58,26.88
12/9/2022,Franco,Practice,5,78,6,6.5,8,7810,68,4.73,57,7.74,26.55
12/9/2022,Elijiah,Practice,5,78,6,5.5,8,6863,43,4.58,43,6.75,28.62
12/9/2022,Micah,Practice,5,78,6,3,8,5248,60,5.78,70,7.66,29.91
12/9/2022,Aaron,Practice,10,96,9,4.5,4.5,6780,51,5.8,64,5.61,27.59
12/9/2022,Caden,Practice,9,92,8.5,3,5,5111,66,4.81,65,7.7,24.99
12/9/2022,Trevor,Practice,5,78,6,6.5,8,7964,66,6.8,67,6.93,30.64
12/9/2022,Jonathon,Practice,8,87,8,5.5,6,7230,79,6.68,73,6.56,25.66
12/9/2022,Santiago,Practice,10,96,9,4.5,4.5,6844,84,5.72,38,5.99,29.51
12/10/2022,Bill,Game,8,87,8,7.5,6,8399,52,5.7,47,5.85,27.75
12/10/2022,Jack,Game,5,78,6,8,8,11831,70,5.54,56,6.7,24.84
12/10/2022,Franco,Game,7,84,7.5,7.5,6.5,8612,50,5.79,67,5.58,25.93
12/10/2022,Elijiah,Game,7,84,7.5,7.5,6.5,9163,75,4.62,61,6.92,29.8
12/10/2022,Micah,Game,5,78,6,7.5,8,8454,67,4.89,29,7.79,30.92
12/10/2022,Aaron,Game,10,96,9,8,4.5,10601,58,6.73,54,5.85,24.98
12/10/2022,Caden,Game,6,82,7,7.5,7,9936,65,5.61,47,5.95,29.74
12/10/2022,Trevor,Game,8,87,8,8,6,10317,48,5.71,36,6.52,24.56
12/10/2022,Jonathon,Game,8,87,8,8,6,11861,59,6.6,28,6.86,27.81
12/10/2022,Santiago,Game,5,78,6,8,8,10710,46,4.97,53,6.8,24.83
12/12/2022,Bill,Practice,8,87,8,3,6,5473,44,5.51,58,7.52,24.53
12/12/2022,Jack,Practice,9,92,8.5,3,5,5294,44,4.98,71,6.71,27.57
12/12/2022,Franco,Practice,7,84,7.5,6,6.5,7584,73,5.83,51,6.82,26.8
12/12/2022,Elijiah,Practice,8,87,8,6,6,7483,49,5.95,28,7.67,24.59
12/12/2022,Micah,Practice,7,84,7.5,4.5,6.5,6438,40,5.76,79,5.51,30.81
12/12/2022,Aaron,Practice,8,87,8,6.5,6,7716,50,6.67,29,7.64,24.97
12/12/2022,Caden,Practice,7,84,7.5,6.5,6.5,7931,72,4.6,75,6.7,24.63
12/12/2022,Trevor,Practice,10,96,9,5.5,4.5,7277,51,6.73,75,5.56,27.87
12/12/2022,Jonathon,Practice,5,78,6,4.5,8,6524,44,4.51,63,5.82,25.84
12/12/2022,Santiago,Practice,10,96,9,6.5,4.5,7999,74,5.83,35,6.63,27.89
12/13/2022,Bill,Practice,7,84,7.5,5.5,6.5,7172,41,5.99,63,7.89,29.96
12/13/2022,Jack,Practice,9,92,8.5,3,5,5303,73,5.59,59,6.73,30.77
12/13/2022,Franco,Practice,9,92,8.5,3,5,5744,63,4.63,41,5.95,28.7
12/13/2022,Elijiah,Practice,9,92,8.5,3,5,5751,68,4.95,64,7.57,30.64
12/13/2022,Micah,Practice,9,92,8.5,6.5,5,7832,67,6.72,69,6.74,25.84
12/13/2022,Aaron,Practice,8,87,8,3,6,5132,85,4.83,29,6.87,24.54
12/13/2022,Caden,Practice,5,78,6,6.5,8,7767,72,4.5,73,6.65,27.75
12/13/2022,Trevor,Practice,6,82,7,3,7,6141,85,5.77,28,5.93,29.74
12/13/2022,Jonathon,Practice,10,96,9,3,4.5,5387,48,4.71,32,7.69,28.73
12/13/2022,Santiago,Practice,7,84,7.5,3,6.5,5743,51,5.83,52,7.5,25.87
12/14/2022,Bill,Practice,8,87,8,3,6,5655,62,4.73,54,6.99,30.91
12/14/2022,Jack,Practice,5,78,6,6,8,7585,54,4.52,51,5.57,27.91
12/14/2022,Franco,Practice,9,92,8.5,6.5,5,8048,61,4.68,59,7.57,25.73
12/14/2022,Elijiah,Practice,8,87,8,6.5,6,7856,60,6.71,53,5.81,30.93
12/14/2022,Micah,Practice,10,96,9,4.5,4.5,6435,67,6.62,72,7.58,28.61
12/14/2022,Aaron,Practice,5,78,6,3,8,5886,65,4.61,38,5.65,30.61
12/14/2022,Caden,Practice,8,87,8,5.5,6,6943,53,5.54,79,6.88,28.62
12/14/2022,Trevor,Practice,9,92,8.5,4.5,5,6353,50,4.55,49,6.53,28.8
12/14/2022,Jonathon,Practice,6,82,7,6.5,7,7762,69,6.96,68,6.88,29.82
12/14/2022,Santiago,Practice,9,92,8.5,3,5,6001,64,5.7,78,7.66,25.59
12/15/2022,Bill,Practice,10,96,9,6,4.5,7372,55,4.95,42,6.92,28.75
12/15/2022,Jack,Practice,8,87,8,3,6,5562,78,6.66,43,6.95,25.98
12/15/2022,Franco,Practice,10,96,9,5.5,4.5,7195,82,6.69,55,7.93,27.58
12/15/2022,Elijiah,Practice,8,87,8,5.5,6,6917,78,4.86,52,5.53,28.91
12/15/2022,Micah,Practice,7,84,7.5,3,6.5,5407,73,5.69,71,7.97,24.58
12/15/2022,Aaron,Practice,8,87,8,4.5,6,6566,70,5.96,53,7.9,24.8
12/15/2022,Caden,Practice,9,92,8.5,6,5,7444,48,6.91,43,5.72,28.82
12/15/2022,Trevor,Practice,7,84,7.5,6.5,6.5,8095,54,5.7,56,5.69,26.79
12/15/2022,Jonathon,Practice,7,84,7.5,3,6.5,5209,81,4.67,77,6.91,24.64
12/15/2022,Santiago,Practice,9,92,8.5,3,5,5333,68,5.51,67,6.69,26.5
12/16/2022,Bill,Practice,10,96,9,6,4.5,7421,51,4.84,55,7.78,30.61
12/16/2022,Jack,Practice,10,96,9,4.5,4.5,6750,46,5.67,67,5.67,25.55
12/16/2022,Franco,Practice,6,82,7,3,7,5602,43,6.87,52,5.85,29.58
12/16/2022,Elijiah,Practice,6,82,7,6.5,7,8083,50,6.54,29,6.86,30.85
12/16/2022,Micah,Practice,7,84,7.5,6,6.5,7470,57,6.82,60,7.51,25.97
12/16/2022,Aaron,Practice,10,96,9,3,4.5,5659,62,4.85,51,5.76,24.87
12/16/2022,Caden,Practice,9,92,8.5,6,5,7584,70,6.86,37,7.65,25.87
12/16/2022,Trevor,Practice,6,82,7,3,7,6133,71,5.89,44,6.69,25.5
12/16/2022,Jonathon,Practice,7,84,7.5,4.5,6.5,6448,65,4.67,41,6.61,30.67
12/16/2022,Santiago,Practice,8,87,8,4.5,6,6352,48,5.59,79,7.96,25.78
12/17/2022,Bill,Game,6,82,7,7.5,7,8734,66,5.77,28,5.81,24.8
12/17/2022,Jack,Game,7,84,7.5,7.5,6.5,9961,55,5.66,36,7.61,30.66
12/17/2022,Franco,Game,10,96,9,7.5,4.5,9662,34,5.68,47,5.99,29.59
12/17/2022,Elijiah,Game,6,82,7,8,7,11995,58,4.65,38,6.74,30.9
12/17/2022,Micah,Game,5,78,6,8,8,10882,59,4.83,69,7.77,27.54
12/17/2022,Aaron,Game,8,87,8,8,6,11244,80,6.8,35,5.73,27.6
12/17/2022,Caden,Game,5,78,6,7.5,8,8443,55,6.74,70,6.75,25.83
12/17/2022,Trevor,Game,7,84,7.5,8,6.5,11819,57,4.99,38,5.93,24.82
12/17/2022,Jonathon,Game,6,82,7,7.5,7,9934,54,5.81,45,6.82,27.96
12/17/2022,Santiago,Game,10,96,9,7.5,4.5,9113,41,6.9,48,5.7,27.57
12/19/2022,Bill,Practice,8,87,8,6,6,7495,74,6.5,39,6.52,26.56
12/19/2022,Jack,Practice,9,92,8.5,4.5,5,6648,78,5.66,79,5.73,24.67
12/19/2022,Franco,Practice,6,82,7,4.5,7,6559,59,6.63,70,6.72,30.59
12/19/2022,Elijiah,Practice,8,87,8,4.5,6,6374,83,5.55,66,7.97,25.5
12/19/2022,Micah,Practice,6,82,7,4.5,7,6556,44,4.82,46,5.89,28.6
12/19/2022,Aaron,Practice,10,96,9,3,4.5,6033,63,5.8,70,5.89,26.66
12/19/2022,Caden,Practice,8,87,8,3,6,5823,52,4.55,39,6.66,29.91
12/19/2022,Trevor,Practice,6,82,7,4.5,7,6647,70,4.59,29,6.88,24.56
12/19/2022,Jonathon,Practice,7,84,7.5,6.5,6.5,7821,64,4.84,35,7.55,28.6
12/19/2022,Santiago,Practice,9,92,8.5,6.5,5,7944,52,5.88,41,6.53,26.83
12/20/2022,Bill,Practice,9,92,8.5,6,5,7301,62,4.79,67,6.57,25.61
12/20/2022,Jack,Practice,8,87,8,5.5,6,6940,48,4.95,30,6.64,25.64
12/20/2022,Franco,Practice,5,78,6,3,8,5927,62,5.85,51,6.77,25.93
12/20/2022,Elijiah,Practice,6,82,7,5.5,7,7016,64,5.57,38,5.87,30.79
12/20/2022,Micah,Practice,7,84,7.5,6,6.5,7640,42,4.77,47,5.83,26.64
12/20/2022,Aaron,Practice,6,82,7,4.5,7,6784,43,4.99,69,7.6,24.63
12/20/2022,Caden,Practice,7,84,7.5,6,6.5,7306,84,6.8,67,6.67,25.54
12/20/2022,Trevor,Practice,8,87,8,3,6,5653,62,5.81,36,5.51,24.51
12/20/2022,Jonathon,Practice,10,96,9,6,4.5,7603,69,4.75,31,6.6,26.88
12/20/2022,Santiago,Practice,8,87,8,4.5,6,6758,75,4.8,49,6.51,26.87
